User,pairs_json
960,"[[1577837820000,30.42],[1577840220000,56.16],[1577840880000,49.13],[1577859720000,46.31],[1577860800000,38.21],[1577865240000,80.0],[1577871060000,38.42],[1577871840000,77.0],[1577883660000,38.45],[1577886780000,47.19],[1577888160000,42.3],[1577888520000,44.24],[1577890320000,31.0],[1577898960000,32.85],[1577916900000,47.76],[1577918700000,49.7],[1577924760000,29.46],[1577930100000,61.48],[1577961600000,51.0],[1577962560000,44.98],[1577974440000,45.76],[1577976840000,43.56],[1577977260000,56.61],[1578001020000,33.6],[1578006960000,19.3],[1578011040000,44.89],[1578013140000,58.39],[1578013680000,37.77],[1578019200000,388.45],[1578034020000,39.52],[1578061020000,50.66],[1578061320000,23.62],[1578062400000,47.96],[1578088620000,12.39],[1578090600000,47.12],[1578096000000,33.89],[1578122640000,43.18],[1578145260000,36.98],[1578145380000,47.69],[1578147360000,43.82],[1578147600000,22.84],[1578149880000,46.52],[1578150060000,49.67],[1578183540000,45.45],[1578184500000,40.93],[1578206040000,47.82],[1578217200000,67.0],[1578218100000,39.81],[1578223380000,4.13],[1578224280000,5.0],[1578231000000,46.6],[1578234420000,52.32],[1578234420000,13.68],[1578269160000,54.42],[1578272040000,39.63],[1578293520000,35.55],[1578296400000,58.49],[1578306780000,5.47],[1578310080000,6.3],[1578319200000,41.12],[1578320880000,50.91],[1578321180000,40.52],[1578347280000,31.75],[1578350880000,36.56],[1578355200000,38.87],[1578377940000,36.51],[1578379380000,29.57],[1578386880000,120.0],[1578404940000,41.32],[1578407220000,44.12],[1578407340000,43.02],[1578433020000,38.05],[1578436620000,36.28],[1578442860000,54.26],[1578465960000,40.79],[1578476040000,38.13],[1578476400000,59.0],[1578493020000,45.52],[1578494340000,47.1],[1578496200000,42.15],[1578504840000,33.43],[1578523500000,13.41],[1578529560000,49.17],[1578552900000,41.92],[1578571560000,81.04],[1578577260000,46.5],[1578578760000,45.78],[1578578760000,38.29],[1578581160000,28.52],[1578609720000,42.73],[1578611880000,48.0],[1578614460000,51.77],[1578665580000,39.95],[1578665880000,42.92],[1578667380000,41.0],[1578677160000,27.91],[1578677700000,48.09],[1578691860000,44.7],[1578696300000,40.64],[1578702420000,51.26],[1578703080000,41.47],[1578726360000,51.59],[1578727320000,100.0],[1578750120000,35.06],[1578751680000,38.02],[1578752400000,48.81],[1578766320000,26.48],[1578778800000,31.16],[1578782400000,45.54],[1578789660000,41.73],[1578812280000,41.95],[1578821580000,44.29],[1578822960000,64.0],[1578826980000,3.5],[1578836040000,63.27],[1578837600000,21.69],[1578838200000,36.12],[1578839940000,45.05],[1578841980000,41.71],[1578865740000,36.09],[1578869820000,32.72],[1578873780000,53.87],[1578878760000,56.97],[1578895920000,36.5],[1578897720000,49.2],[1578914700000,6.69],[1578922320000,45.47],[1578925620000,46.4],[1578956160000,51.57],[1578960540000,30.01],[1578961920000,48.36],[1578984240000,31.53],[1579000860000,5.34],[1579005300000,62.62],[1579009140000,43.21],[1579010580000,44.81],[1579011840000,27.18],[1579013760000,46.06],[1579021980000,25.42],[1579042080000,46.13],[1579047240000,42.39],[1579049100000,38.1],[1579050720000,50.15],[1579070580000,29.42],[1579074240000,100.0],[1579087200000,6.0],[1579095720000,51.92],[1579097400000,30.79],[1579098480000,20.43999999999687]]"
319,"[[1577847300000,12.58],[1577871120000,305.14],[1577889180000,140.0],[1577963100000,19.46],[1577970600000,12.26],[1577976720000,140.0],[1577986080000,134.49],[1577989800000,119.47],[1578047160000,282.0],[1578063540000,140.0],[1578076440000,157.93],[1578143220000,193.99],[1578149340000,120.0],[1578152940000,120.0],[1578163080000,250.28],[1578235200000,140.0],[1578250080000,187.76],[1578263940000,51.4],[1578278220000,12.57],[1578321180000,160.0],[1578326400000,177.09],[1578336480000,166.06],[1578352920000,108.29],[1578366240000,12.04],[1578407160000,2.43],[1578423240000,241.23],[1578424260000,82.78],[1578452760000,10.58],[1578493980000,120.0],[1578505860000,203.79],[1578509700000,46.45],[1578510720000,112.55],[1578581400000,80.0],[1578582180000,140.0],[1578626220000,9.36],[1578627720000,265.05],[1578666600000,12.98],[1578674700000,136.06],[1578675780000,138.98],[1578677640000,184.17],[1578683640000,228.9],[1578724560000,97.0],[1578725940000,102.61],[1578742620000,66.58],[1578748440000,235.06],[1578754500000,140.0],[1578760680000,153.11],[1578769500000,90.5],[1578835140000,539.25]]"
414,"[[1577840700000,30.41],[1577844720000,28.83],[1577864280000,0.8],[1577866020000,1.08],[1577872560000,31.8],[1577875500000,13.87],[1577878620000,120.0],[1577893620000,0.52],[1577900580000,0.58],[1577900580000,157.21],[1577927940000,34.82],[1577947440000,87.45],[1577952420000,0.98],[1577958240000,20.08],[1577961240000,15.21],[1577966280000,100.0],[1577969220000,120.0],[1577986680000,0.88],[1577987700000,46.29],[1577989380000,86.51],[1578014400000,24.1],[1578039120000,1.05],[1578045060000,23.67],[1578049020000,13.44],[1578049620000,80.0],[1578051540000,140.0],[1578067140000,0.85],[1578072660000,144.87],[1578100920000,26.74],[1578126060000,0.78],[1578131040000,26.1],[1578137400000,120.0],[1578159360000,177.33],[1578160140000,0.85],[1578186360000,30.24],[1578208560000,80.0],[1578208680000,54.89],[1578210060000,0.85],[1578212880000,0.79],[1578217200000,23.85],[1578221220000,13.1],[1578240420000,61.32],[1578242040000,42.91],[1578245820000,100.26],[1578251040000,847.91],[1578262200000,18.24],[1578272280000,26.97],[1578296220000,0.78],[1578298680000,0.93],[1578307140000,11.83],[1578310320000,120.0],[1578326100000,0.86],[1578332220000,0.92],[1578380940000,77.97],[1578381660000,55.0],[1578384480000,0.94],[1578390240000,21.89],[1578394380000,11.97],[1578396780000,100.0],[1578400740000,100.0],[1578418980000,112.65],[1578420360000,57.07],[1578445260000,22.0],[1578477180000,29.78],[1578480540000,120.0],[1578484620000,100.0],[1578486120000,100.0],[1578505080000,170.05],[1578507720000,48.05],[1578530280000,25.3],[1578533340000,26.87],[1578533340000,17.96],[1578563520000,27.13],[1578568680000,11.43],[1578570180000,80.0],[1578583860000,0.91],[1578619320000,26.44],[1578643740000,0.84],[1578657360000,100.0],[1578661980000,42.31],[1578671700000,1.02],[1578676080000,132.01],[1578677880000,0.8],[1578678900000,147.0],[1578679440000,197.39],[1578703320000,24.44],[1578735300000,16.27],[1578738840000,7.61],[1578742740000,120.0],[1578753600000,20.53],[1578757380000,1.0],[1578765060000,1.04],[1578765120000,144.89],[1578814980000,8.51],[1578816000000,0.84],[1578820140000,25.31],[1578822780000,17.13],[1578827280000,140.0],[1578828660000,80.0],[1578831120000,80.0],[1578831300000,836.1299999999983]]"
1671,"[[1577851020000,88.06],[1577854080000,109.06],[1577863080000,36.14],[1577865120000,49.86],[1577871300000,151.61],[1577876880000,96.86],[1577877960000,55.0],[1577879940000,18.93],[1577894040000,79.85],[1577901300000,1.12],[1577910480000,80.0],[1577911500000,100.0],[1577913600000,71.6],[1577980440000,98.95],[1577981520000,80.0],[1577995200000,100.0],[1578027480000,105.18],[1578035640000,37.57],[1578040500000,0.86],[1578067440000,0.68],[1578068160000,120.0],[1578079740000,120.0],[1578121380000,40.03],[1578123060000,159.44],[1578152580000,101.72],[1578152880000,80.0],[1578154260000,120.0],[1578154260000,1.51],[1578168000000,100.0],[1578208200000,47.56],[1578239460000,96.77],[1578240420000,1.52],[1578254700000,100.0],[1578286740000,116.15],[1578295680000,49.09],[1578299220000,35.45],[1578325020000,102.96],[1578333540000,1.44],[1578340800000,80.0],[1578343020000,100.0],[1578348780000,59.11],[1578372360000,104.6],[1578382020000,44.28],[1578384240000,12.14],[1578385980000,1.57],[1578412920000,80.0],[1578414840000,86.56],[1578419280000,1.48],[1578427200000,100.0],[1578450960000,226.67],[1578459420000,116.73],[1578467280000,38.43],[1578472740000,1.1],[1578493740000,21.7],[1578497880000,120.0],[1578500520000,80.0],[1578514920000,100.0],[1578516840000,120.0],[1578575820000,72.93],[1578581220000,89.72],[1578584880000,106.82],[1578586140000,100.0],[1578587340000,1.42],[1578587940000,100.0],[1578601620000,100.0],[1578632040000,112.56],[1578640200000,46.22],[1578642120000,35.38],[1578668880000,72.01],[1578672600000,100.0],[1578727740000,62.5],[1578741000000,132.81],[1578741480000,86.0],[1578757740000,72.15],[1578759960000,1.3],[1578765540000,1.33],[1578774540000,120.0],[1578812580000,53.2],[1578843600000,118.64],[1578846000000,102.01],[1578846420000,1.1],[1578847620000,117.5],[1578852000000,2.01],[1578859560000,80.0],[1578899940000,43.61],[1578929460000,81.44],[1578935220000,1.01],[1578937560000,1.48],[1578938940000,1.66],[1578946680000,140.0],[1578949440000,120.0],[1578976260000,76.07999999999811]]"
658,"[[1577863620000,5.83],[1577889960000,18.72],[1577918100000,16.33],[1577921340000,20.88],[1577951340000,75.34],[1577952960000,59.46],[1577956620000,40.63],[1577966220000,5.75],[1577977080000,17.45],[1577995440000,178.69],[1578005340000,18.97],[1578006960000,17.19],[1578039600000,74.24],[1578082740000,275.35],[1578123480000,3.42],[1578126300000,81.97],[1578141180000,50.2],[1578148260000,16.27],[1578168600000,165.89],[1578170700000,57.94],[1578182040000,190.23],[1578208800000,5.09],[1578210000000,2.68],[1578212700000,62.47],[1578234960000,14.51],[1578239100000,19.47],[1578252000000,210.65],[1578255060000,271.46],[1578299280000,75.32],[1578312900000,368.21],[1578322020000,21.56],[1578342120000,263.4],[1578342840000,230.26],[1578350040000,19.01],[1578373380000,173.15],[1578404520000,14.71],[1578427380000,299.43],[1578493740000,20.43],[1578494280000,17.23],[1578513660000,188.6],[1578522840000,16.31],[1578559500000,65.55],[1578580500000,13.38],[1578599220000,245.09],[1578599580000,38.01],[1578601260000,238.0],[1578602460000,219.76],[1578609660000,16.02],[1578639840000,4.47],[1578643860000,77.02],[1578667500000,16.75],[1578684720000,106.42],[1578688080000,318.49],[1578696480000,13.22],[1578700020000,19.38],[1578726240000,4.83],[1578731580000,49.45],[1578752820000,17.09],[1578753540000,14.14],[1578773460000,262.5],[1578775980000,54.93],[1578782280000,17.36],[1578808380000,75.13],[1578815280000,78.38],[1578839940000,16.64],[1578859200000,349.74],[1578869220000,23.27],[1578903600000,70.78],[1578926340000,19.02],[1578946740000,243.9],[1578951900000,15.34],[1578977640000,72.73],[1578986280000,4.1],[1578989460000,15.37],[1578989880000,63.61],[1579013760000,16.53],[1579032960000,41.12999999999738]]"
1271,"[[1577838780000,21.28],[1577847240000,57.68],[1577863620000,22.53],[1577875380000,12.21],[1577881320000,89.0],[1577881440000,60.48],[1577925000000,39.78],[1577947200000,28.25],[1577957220000,5.51],[1577957460000,102.54],[1577966520000,43.82],[1577967540000,86.0],[1577968260000,51.0],[1577969460000,71.29],[1577974080000,80.0],[1577997600000,40.5],[1578036720000,30.21],[1578043320000,5.46],[1578053280000,43.27],[1578054000000,99.0],[1578058680000,9.85],[1578084960000,34.66],[1578085680000,64.72],[1578098400000,40.95],[1578128640000,61.14],[1578129000000,5.6],[1578129180000,5.99],[1578131700000,4.68],[1578135600000,136.68],[1578155940000,24.66],[1578167580000,45.41],[1578214020000,71.17],[1578216300000,4.86],[1578218580000,5.29],[1578223200000,92.29],[1578226980000,96.0],[1578227220000,67.0],[1578260280000,60.61],[1578271260000,34.67],[1578297780000,5.24],[1578301860000,5.76],[1578302940000,3.26],[1578312540000,55.0],[1578313200000,59.89],[1578314460000,87.0],[1578315180000,50.72],[1578358380000,33.87],[1578389340000,6.99],[1578391140000,57.65],[1578391500000,30.71],[1578395460000,13.17],[1578395700000,138.21],[1578395820000,42.78],[1578432900000,67.62],[1578445500000,32.29],[1578474600000,6.48],[1578478500000,24.43],[1578486540000,67.0],[1578486540000,73.8],[1578486840000,94.0],[1578487620000,60.35],[1578500880000,24.25],[1578519900000,53.48],[1578561120000,7.35],[1578568080000,98.43],[1578568920000,146.83],[1578572220000,87.0],[1578572940000,53.19],[1578604560000,48.37],[1578640980000,15.26],[1578646980000,6.37],[1578653040000,136.3],[1578658080000,65.14],[1578659220000,88.0],[1578733680000,5.26],[1578741720000,52.61],[1578744420000,72.23],[1578745500000,76.0],[1578750240000,7.48],[1578779280000,106.82],[1578790260000,33.75],[1578792240000,33.91],[1578826140000,12.32],[1578830880000,67.92],[1578831240000,66.0],[1578861480000,19.72],[1578865140000,90.15],[1578906300000,5.05],[1578907080000,4.75],[1578908520000,2.72],[1578917460000,64.16],[1578918240000,79.0],[1578945720000,39.12],[1578994080000,6.64],[1578995100000,6.44],[1578997740000,92.67],[1578999600000,177.37],[1579048980000,234.91],[1579071720000,19.11],[1579080480000,5.54],[1579081980000,221.99],[1579083420000,28.38],[1579090020000,72.09],[1579091100000,53.0],[1579103880000,10.22],[1579125480000,92.87],[1579164900000,46.03],[1579165980000,5.71],[1579172640000,120.01],[1579210800000,107.94],[1579253040000,6.02],[1579259760000,106.49],[1579263660000,50.0],[1579264080000,79.09],[1579279320000,38.17],[1579296480000,49.29],[1579298220000,82.55],[1579337880000,6.6],[1579346100000,117.14],[1579348380000,132.25],[1579348980000,85.0],[1579349220000,7.509999999998399]]"
1918,"[[1577876820000,14.35],[1577881920000,93.0],[1577882400000,83.43],[1577886480000,44.46],[1577961840000,112.89],[1577963940000,15.29],[1577968920000,18.56],[1577969640000,81.0],[1577972220000,58.0],[1577973360000,95.13],[1577975520000,65.0],[1577976420000,45.78],[1578049800000,17.16],[1578054780000,61.35],[1578055740000,94.0],[1578062280000,89.5],[1578063360000,81.0],[1578082920000,575.22],[1578135660000,14.58],[1578139860000,60.13],[1578140520000,100.0],[1578141480000,83.51],[1578142620000,66.0],[1578143460000,98.0],[1578144120000,88.3],[1578145860000,40.46],[1578148320000,72.0],[1578148740000,54.34],[1578157500000,79.79],[1578228180000,56.0],[1578228660000,78.6],[1578229500000,84.71],[1578229620000,98.0],[1578235320000,78.49],[1578314220000,81.0],[1578315540000,117.79],[1578318300000,44.48],[1578321480000,91.0],[1578321780000,82.8],[1578400560000,91.29],[1578401040000,54.0],[1578404160000,33.18],[1578407820000,111.58],[1578408300000,64.0],[1578460500000,120.0],[1578462660000,120.0],[1578466440000,61.22],[1578480600000,103.26],[1578487380000,65.88],[1578488280000,69.0],[1578491340000,37.27],[1578492060000,42.26],[1578574080000,103.99],[1578574680000,52.0],[1578576960000,31.4],[1578656280000,15.07],[1578660120000,88.0],[1578660420000,76.06],[1578667860000,76.0],[1578668040000,125.3],[1578680400000,152.73],[1578739380000,10.09],[1578740640000,92.81],[1578744300000,87.09],[1578745320000,89.0],[1578746940000,103.83],[1578814140000,63.17],[1578826860000,4.78],[1578830700000,86.32],[1578830760000,100.0],[1578832260000,49.78],[1578833520000,88.0],[1578836340000,53.05],[1578840000000,75.0],[1578840180000,100.98],[1578891600000,120.0],[1578918600000,67.0],[1578919200000,70.22],[1578922560000,45.81],[1578925860000,58.0],[1578926220000,76.34],[1578935400000,67.86],[1578986100000,67.25],[1578999420000,114.71],[1578999900000,2.5499999999992724]]"
58,"[[1577883780000,98.0],[1577884080000,29.06],[1577885040000,16.63],[1577895600000,90.0],[1577895660000,13.95],[1577896680000,54.0],[1577897940000,13.49],[1577970300000,122.87],[1577970900000,16.04],[1577971740000,69.0],[1577981100000,126.5],[1577982960000,135.4],[1578057060000,81.0],[1578057840000,20.58],[1578068280000,100.52],[1578069960000,15.77],[1578070260000,81.0],[1578071040000,77.0],[1578071340000,14.28],[1578143160000,16.27],[1578144540000,72.0],[1578153060000,139.18],[1578155580000,148.26],[1578221940000,1886.07],[1578229800000,80.0],[1578229800000,16.49],[1578231060000,97.0],[1578232260000,15.53],[1578240660000,99.74],[1578243180000,15.53],[1578243480000,98.0],[1578251280000,84.03],[1578301620000,87.92],[1578316440000,87.0],[1578316620000,16.39],[1578326700000,104.98],[1578329160000,11.1],[1578329820000,72.0],[1578402120000,58.0],[1578402960000,14.53],[1578406200000,54.1],[1578413220000,107.86],[1578427800000,102.77],[1578486480000,164.25],[1578488700000,11.83],[1578489420000,89.0],[1578499860000,124.05],[1578501480000,63.0],[1578502440000,19.93],[1578575880000,83.0],[1578576120000,9.07],[1578585900000,138.31],[1578605580000,111.43],[1578661260000,7.82],[1578662040000,60.0],[1578663840000,16.32],[1578664260000,95.0],[1578672300000,53.0],[1578672600000,15.42],[1578674520000,11.59],[1578675480000,58.0],[1578736980000,7.67],[1578747840000,57.0],[1578748320000,10.83],[1578751800000,13.87],[1578752460000,51.0],[1578758880000,102.28],[1578761460000,55.0],[1578761460000,16.65],[1578822480000,76.94],[1578834660000,50.0],[1578835020000,13.71],[1578920640000,55.0],[1578921900000,17.75],[1578932280000,118.26],[1578934080000,75.0],[1578934320000,13.76],[1578942960000,13.73],[1579005600000,62.91999999999916]]"
262,"[[1577863920000,79.0],[1577865120000,23.44],[1577867820000,16.83],[1577870280000,37.33],[1577876460000,13.62],[1577879280000,60.18],[1577879400000,15.78],[1577881740000,17.45],[1577891460000,98.0],[1577891580000,18.25],[1577900700000,47.19],[1577902560000,30.77],[1577903580000,76.0],[1577904900000,24.62],[1577927700000,199.88],[1577950260000,22.83],[1577951040000,82.0],[1577953440000,28.9],[1577965200000,18.06],[1577977260000,63.0],[1577977260000,30.58],[1577982240000,312.01],[1577983260000,20.66],[1577988120000,45.85],[1577990940000,28.72],[1577991300000,58.56],[1577991420000,72.0],[1578037020000,35.67],[1578037080000,66.0],[1578063660000,79.0],[1578064860000,26.2],[1578064920000,34.73],[1578075120000,43.91],[1578077100000,63.0],[1578077100000,22.9],[1578080580000,28.02],[1578081180000,82.0],[1578123240000,27.48],[1578123840000,79.0],[1578126960000,30.83],[1578139020000,17.25],[1578150000000,27.27],[1578150240000,80.0],[1578161400000,53.96],[1578162720000,25.04],[1578163080000,70.0],[1578209760000,33.55],[1578210660000,82.0],[1578211500000,77.0],[1578211620000,22.07],[1578213060000,44.78],[1578225300000,11.26],[1578237300000,22.28],[1578237480000,65.0],[1578238020000,68.6],[1578248940000,48.57],[1578249180000,47.96],[1578249180000,167.84],[1578250140000,31.13],[1578250740000,61.0],[1578296460000,24.51],[1578297120000,70.0],[1578301020000,35.02],[1578306420000,103.04],[1578322920000,57.0],[1578323100000,15.91],[1578324480000,127.08],[1578333840000,43.13],[1578335640000,17.81],[1578335940000,67.0],[1578383160000,55.0],[1578383460000,25.35],[1578387420000,43.26],[1578397920000,14.44],[1578409680000,26.28],[1578410160000,52.0],[1578420060000,54.1],[1578422160000,64.0],[1578423480000,20.88],[1578469140000,100.0],[1578470040000,32.85],[1578472860000,34.54],[1578475680000,145.23],[1578483420000,8.06],[1578484980000,17.38],[1578496140000,23.12],[1578497280000,87.0],[1578508020000,46.54],[1578509880000,89.0],[1578509880000,20.86],[1578556320000,31.86],[1578556500000,87.0],[1578558960000,33.43],[1578568800000,16.93],[1578569880000,14.39],[1578570240000,60.0],[1578582420000,23.68],[1578583200000,73.0],[1578593160000,57.29],[1578639780000,24.08],[1578640020000,79.0],[1578642180000,24.69],[1578642300000,95.0],[1578643380000,58.0],[1578644520000,13.79],[1578645120000,43.29],[1578667200000,145.91],[1578680460000,56.63],[1578681000000,14.67],[1578681540000,65.0],[1578728700000,24.29],[1578729300000,52.0],[1578732780000,35.89],[1578742320000,17.2],[1578755520000,77.0],[1578756240000,16.69],[1578767100000,51.85],[1578767400000,16.62],[1578769020000,50.0],[1578812580000,59.0],[1578813300000,24.63],[1578814980000,24.13],[1578815820000,91.0],[1578818760000,43.58],[1578829680000,13.89],[1578841200000,59.0],[1578841500000,32.73],[1578852600000,34.1],[1578853800000,27.19],[1578854760000,71.0],[1578901140000,25.599999999997635]]"
1006,"[[1577856060000,133.46],[1577857260000,75.68],[1577907120000,57.49],[1577946360000,23.0],[1577950680000,25.66],[1577992080000,41.56],[1577994720000,53.49],[1577995620000,70.23],[1578029520000,121.27],[1578032820000,15.29],[1578079920000,47.81],[1578165840000,36.22],[1578167100000,64.7],[1578202560000,97.32],[1578216600000,42.76],[1578231780000,512.9],[1578234540000,26.48],[1578243240000,120.51],[1578243900000,177.03],[1578252540000,31.23],[1578253260000,50.28],[1578289320000,118.48],[1578291180000,26.93],[1578313680000,1.1],[1578329220000,133.48],[1578342540000,53.29],[1578375000000,143.97],[1578398520000,1.16],[1578404460000,31.64],[1578416160000,122.12],[1578425880000,47.93],[1578462780000,107.58],[1578465660000,163.49],[1578481260000,0.75],[1578485040000,1.1],[1578501120000,46.46],[1578513420000,55.22],[1578547920000,126.35],[1578551160000,20.5],[1578577620000,42.81],[1578588300000,150.81],[1578599820000,48.21],[1578634620000,110.06],[1578637500000,114.92],[1578637500000,24.58],[1578650340000,35.58],[1578675060000,109.49],[1578685200000,52.18],[1578702540000,151.07],[1578722220000,149.06],[1578723300000,23.01],[1578723780000,91.06],[1578735360000,29.44],[1578740700000,190.17],[1578761220000,119.06],[1578762900000,109.2],[1578768000000,53.8],[1578772080000,76.73],[1578807600000,20.94],[1578809400000,23.29],[1578819060000,61.56],[1578821880000,29.83],[1578846960000,62.8],[1578858840000,48.08],[1578892500000,103.63],[1578893880000,118.4],[1578895560000,26.19],[1578913740000,222.95],[1578917040000,1.19],[1578934260000,128.14],[1578936120000,93.0],[1578945540000,63.16],[1578980880000,135.61],[1578982440000,22.81],[1578984180000,24.07],[1579003740000,1.25],[1579019640000,142.24],[1579022280000,40.05],[1579066380000,7.28],[1579067160000,110.65],[1579069140000,24.8],[1579089900000,1.68],[1579106460000,93.23],[1579111140000,50.9],[1579117440000,45.58],[1579153920000,111.49],[1579176600000,1.09],[1579193160000,79.18000000000393]]"
1537,"[[1577840400000,99.75],[1577882700000,43.69],[1577886780000,56.56],[1577888640000,29.29],[1577900460000,62.01],[1577906940000,48.74],[1577927940000,111.84],[1577929200000,106.17],[1577952360000,833.08],[1577987940000,66.12],[1577989680000,48.35],[1577990460000,64.92],[1578013560000,108.41],[1578036840000,29.12],[1578060240000,90.0],[1578060840000,38.34],[1578100200000,65.9],[1578122280000,340.48],[1578125100000,80.0],[1578146100000,41.3],[1578153840000,70.97],[1578187200000,99.16],[1578188280000,100.62],[1578207600000,104.48],[1578215040000,9.82],[1578233280000,33.56],[1578233460000,68.0],[1578240360000,51.17],[1578250920000,79.82],[1578272460000,102.33],[1578316020000,39.82],[1578317700000,46.78],[1578335460000,44.42],[1578340920000,125.74],[1578357060000,112.59],[1578359460000,99.84],[1578385020000,80.0],[1578404820000,38.62],[1578405660000,90.0],[1578405960000,29.67],[1578406560000,33.65],[1578413580000,31.3],[1578414540000,113.54],[1578416340000,43.66],[1578421920000,23.4],[1578445320000,120.36],[1578448260000,124.03],[1578490920000,45.85],[1578504720000,56.22],[1578532140000,101.45],[1578577440000,36.8],[1578585960000,104.68],[1578591000000,37.74],[1578595740000,136.58],[1578619320000,120.26],[1578673200000,80.58],[1578705660000,117.84],[1578745020000,237.38],[1578748200000,42.79],[1578749940000,43.86],[1578751860000,45.93],[1578752400000,55.0],[1578764220000,48.17],[1578792300000,115.59],[1578825900000,73.07],[1578836580000,39.59],[1578845040000,69.29],[1578847680000,48.62],[1578853020000,64.22],[1578878280000,108.72],[1578906540000,100.0],[1578923820000,37.95],[1578931380000,26.75],[1578932100000,93.69],[1578943620000,66.11],[1578964440000,129.18],[1579009920000,36.89999999999873]]"
1974,"[[1577859300000,9.35],[1577873760000,79.83],[1577878260000,2.41],[1577878440000,2.54],[1577900040000,60.0],[1577904060000,31.54],[1577905980000,52.61],[1577910360000,38.16],[1577959860000,112.97],[1577962920000,107.94],[1577974140000,17.26],[1577989320000,124.39],[1578003060000,41.66],[1578043380000,12.66],[1578046800000,109.5],[1578048840000,119.59],[1578049500000,124.75],[1578054120000,2.89],[1578060120000,17.06],[1578076200000,49.58],[1578076860000,94.9],[1578078840000,44.94],[1578132840000,105.02],[1578135720000,141.92],[1578137400000,3.11],[1578147780000,14.41],[1578154320000,21.12],[1578163680000,140.72],[1578164700000,46.45],[1578172680000,16.01],[1578226620000,110.89],[1578233280000,21.79],[1578249420000,127.8],[1578251940000,60.47],[1578305340000,133.51],[1578309240000,107.96],[1578319860000,19.15],[1578335820000,129.19],[1578337680000,51.77],[1578391980000,68.11],[1578393000000,148.78],[1578394980000,96.42],[1578396600000,2.7],[1578416220000,123.54],[1578420900000,104.03],[1578421980000,104.3],[1578424500000,45.24],[1578424560000,100.66],[1578479160000,124.5],[1578481260000,98.06],[1578485820000,2.78],[1578493440000,17.62],[1578510300000,49.72],[1578565320000,68.0],[1578568140000,115.3],[1578577200000,10.09],[1578578400000,16.35],[1578594840000,135.28],[1578597540000,50.29],[1578597600000,134.54],[1578607320000,29.37],[1578640920000,36.51],[1578648360000,13.8],[1578651900000,88.84],[1578654180000,2.91],[1578655320000,96.23],[1578674280000,60.0],[1578682200000,137.7],[1578737340000,117.93],[1578740760000,105.05],[1578742260000,1.81],[1578752400000,20.67],[1578768180000,109.63],[1578770400000,51.58],[1578824640000,112.73],[1578826980000,99.26],[1578829740000,2.35],[1578837600000,11.87],[1578841080000,47.28],[1578854100000,88.97],[1578855900000,57.47],[1578858180000,39.38],[1578910020000,119.96],[1578912780000,99.9],[1578913920000,128.7],[1578915600000,2.02],[1578915960000,107.06],[1578925260000,12.79],[1578934620000,88.43],[1578940500000,81.75],[1578942840000,52.02],[1578944340000,53.94],[1578996480000,103.28],[1579000620000,109.27],[1579024800000,90.66],[1579026720000,96.97999999999683]]"
806,"[[1577856060000,100.0],[1577874660000,140.0],[1577895900000,79.72],[1577915940000,11.36],[1577916060000,10.55],[1577917260000,120.0],[1577941260000,100.0],[1577974440000,8.39],[1578000900000,10.28],[1578002460000,120.0],[1578048840000,140.0],[1578067260000,77.01],[1578090480000,120.0],[1578134100000,80.0],[1578145800000,52.36],[1578154980000,41.77],[1578201900000,80.0],[1578221460000,80.0],[1578240780000,80.99],[1578242040000,86.32],[1578260400000,14.13],[1578288540000,100.0],[1578294420000,13.27],[1578307800000,120.0],[1578320820000,12.83],[1578326700000,84.21],[1578334920000,9.38],[1578347940000,13.63],[1578374700000,80.0],[1578391980000,120.0],[1578393540000,120.0],[1578414480000,95.51],[1578417900000,58.3],[1578432720000,12.01],[1578435120000,100.0],[1578479640000,100.0],[1578491400000,36.39],[1578496620000,56.0],[1578496860000,15.45],[1578499800000,70.25],[1578520440000,100.0],[1578520620000,12.84],[1578520920000,100.0],[1578546960000,40.0],[1578551160000,100.0],[1578567120000,60.0],[1578585960000,127.31],[1578606960000,120.0],[1578608160000,100.0],[1578634020000,80.0],[1578636780000,8.96],[1578652680000,60.0],[1578672900000,86.54],[1578692160000,14.16],[1578692220000,100.0],[1578719100000,80.0],[1578738600000,120.0],[1578759180000,60.15],[1578762900000,88.04],[1578780660000,140.0],[1578782100000,100.0],[1578805200000,100.0],[1578826500000,100.0],[1578841560000,89.25],[1578843360000,86.38],[1578844920000,65.02],[1578867720000,100.0],[1578888960000,100.0],[1578893160000,100.0],[1578894540000,120.0],[1578896340000,100.0],[1578911760000,100.0],[1578931260000,69.83],[1578953760000,100.0],[1578999840000,100.0],[1579009560000,50.49],[1579015860000,63.34],[1579018800000,91.32],[1579039440000,100.0],[1579064880000,100.0],[1579084740000,100.0],[1579125720000,100.0],[1579151280000,80.0],[1579171200000,118.48999999999978]]"
